Puan,Yorum
"4,5","kitabı çok başarılıydı , umarım filmde kitaba sadık kalırlar ... merakla bekliyorum ..."
"5,0",umarım 5ve 6 gibi boşluklarla dolmaz... ki zaten boşluklarla dolu olsaydı iki bölüm olmazdı :) büyük merakla bekliyorum :)
"3,5","yine güzel film olmuş ama diğer filmlere göre heyecan dozajı düsüktü durağan gecti biraz harry potter ron ve hermione sürekli kacıyordu
spoiler: 
ölüm yiyenlerden hortkuluk kolyesi taktıkları onları kötü etkiliyordu hatta araları bozuyordu ron ve harry bu yüzden tartışıyor ve ron aralarından ayrılıyor en sonunda dumbledoreun verdiği eşya ile onları buluyor ve harryi hortkulukun suda boğmasına izin vermiyor ve ron gryffindor kılıcı ile onu yokediyor potterı yardım eden dobbyi bellatrix bıcağıyla öldürüyor onları kacırırken en cok dobbynin ölmesine üzüldüm özgür elf dobby potterın dobbyyi büyü kullanmadan gömmeleri anlamlıydı
 güzel sahneydi 10/7"
"5,0",film 3D olmıyacakmış :( bir türlü anlamadım afişlerinde ve fragmanlarında bile 3D denildi şimdi ise öyle birşeyin olmadığını söylüyorlar:(ve üstelik mısır bile bizden 27 gün önce izleyecek :S
"1,0","Berbattı,boşa vakit kaybı."
"5,0","Şimdi söleyeceklerimi kitabı okuyanlar ve üstüne filmi izleyenler beni daha iyi anlar..|||||||||||Film çok güzeldi.Bence, kitabı en iyi anlatılan filmdi.Müzikler diğer filmlerdeki gibi olmasada...Filmde bazen korku filmlerindekinden bile daha fazla korkabiliyorsunuz!Film 3D olarak düzenlenebilseydi, harika olurdu!Çünkü, çok yatkındı!Beklenenin üğzerinde...Verdiğiniz paraya ve zamana üzülmeyeceğiniz bir film olmuş.ÖNERİRİM..."
"5,0",Budur! fazla yoruma gerek yok gidin ve görün. 10/10
"5,0",Harry Potter Voldemort'u bir kere öldürerek ondan kurtulamayacağının farkındadır. Savaş başlamıştır. Voldemort'un tek bir hedefi vardır. Voldemort'un adamları Sihir bakanlığını ele geçirmiş ve terör estirmektedirler. Kahramanlarımız her zamankindne daha zor koşullarda cevap arayacaklardır. Artık birbirlerine daha fazla güvenmeleri gerekmektedir.
"2,5",Keşke 3D olmasaydı bir türlü alışamadım sevemedim. Eski kafalılık var sanırım :)
"5,0",gerçektende harika olmus ben bu filmi çok sevdim açıkcası 4 ü sevenler için söylüyorum bu da heyecanlııı :D
"4,0",her ne kadar para amaçlı 2ye bölünen bi son filmin ilk bölümü olsada iyiydi.8/10
"2,5","Öncelikle filme gidecek olanlara söyliyorum çok aksiyon,savaş,kapışma bekleyip gitmeyin.Sadece gerekli bir kaç yerde kullanmışlar yeterlide olmuş bu filmin ara film olarak düşünülürse asıl amacı part 2ye seyirciyi hazırlamak olduğu anlaşılırsa yerinde olmuş çoğu konuda bu filmde izleyiciye anlatılıyor.Bazıları Filme berbat falan gitmeyin demiş sakın dinleyip gitmemezlik yapmayın film gerçekten keyif veriyor sıkmadan 2.30 saat geçirmenize olanak sağlıyor.Tavsiyem gidin izleyin çünkü geriye sadece 1 film kaldı ilerde pişman olmamak için gidin pişman olmazsınız"
"4,0",1 saat önce izledim.Ben kitabını okumamış biri olarak işleyiş aksiyon nasıldır bilmyorum ama serıye bır turlu ısınamamıstım ama bu sefer izlediğm film anlatım olarak görsellik ve aksiyon olarak cok daha basarılı gerçekten kaliteli bir yapım olmuş.Devamını izleyimek için beklicem.
"4,5","Filmi çok bekledim ve özellikle herkesin aksine altıncı filmi beğenmiş fakat; azkaban tutsağı kadar güzel olmadığına inanmıştım. David Yates öyle yada böyle beklentilerimi aşığada tutmam için beşinci filmi yapmıştı.Neyse filme hiç tereddütsüz gittim. Başlangıç çok etkileyiciydi. Genel olarak baktığımda harry potter evrimleşmiş diyorsunuz, bir sürü alanlar bir sürü mekanlar özenle seçilmiş ve mükemmellik yakalanmış. Birinci bölüm olarak hikayeyi vermeye çalıştıkları için yer yer tempo düşsede final olacağından J.Knin dehasını aktarmaları için bu şarttı. İki farklı gözle izledim filmi; Birinci kitapla gerçekten paraleldi ve buna çok sevindim. İkinci; filmler arasında en iyi iş çıkarılmış olanıydı. Görsel efektler insanı uçuruyor. Yerinde ve dozunda olan komedi içinizi ısıtırken, yerinde gelen gerilimde nefesinizi kesebiliyor. Kitap bir şaheserdi ve bu şaheseri bozacak bir film beni felç edebilirdi ama neyse ki olmadı, david yates bekleneni verdi ve kendini kesinlikle aştı. Özellikle bir kaç sahne mükemmelin ötesindeydi(bunları izlemeyen arkadaşlar için paylaşmıyorum.),emma watson ve daniel radcliffe bir kez daha beni olağanüstü oyunculuklarıyla büyülerken ilk kez rupertta beni etkiledi. Her yönden kusursuz bir yapım değildi tabii ki özellikle bazı sahneler gereğinden fazla kısa geldi, ama sonra düşününce kitapta olanları tek tek aramak filme yazık ederdi, böyle bir şey olması için değil iki en az beş film çekmeleri gerekirdi. Eğer son iki film ve david yates sizi hayal kırıklığına uğrattıysa ve bu filmi izleme konusunda tereddütte iseniz size söyleyecek tek bir sözüm var; GİDİN! Film kesinlikle iki buçuk saat sizi saracak, hayal kırıklıklarınızı düzeltecek, beklediğimize değmiş ve mükemmellik yakalanmış ve kesinlikle en iyi 50 filmde yerinin yükselmesi gerektiğini düşündüğüm bir yapım. Acaba birinci bölüm böyleyse ikinci bölüm nasıldır diye bir bekleyiş bile sardı şimdiden beni...Yani uzun lafın kısası hiçbir şüpheye kapılmadan gidin izleyin derim, izlemezseniz çok pişman olursunuz diyorum. Puanım ise; 10/9."
"4,5",Ben bu seriye başlayalı 1.5 hafta kadar oluyor. Gerçekten izlediğim en iyi 10 film arasına girer bu seri. Çünkü çok başarılı gerçekten. Felsefe Taşını izlediğimde gerçekten de kendimi kaptırdım ben ölüm yadigarları 2 de yorum yapacaktım ama artık bir şey canımı sıkmaya başladı. Nasıl bir ilişki bu ? Her şey tamam diyelim Ron ve Hermonie sevgili olsun Harry'de Ginny'ye aşık olsun. Ron Harry'yi kıskandı ve çadırdan ayrılmıştı sonra Harry ve Hermonie dans ettiler. Bu ne şimdi ? Dans bittiğinde Hermonie Harry'yi öpse Harry kesinlikle karşılık verirdi. Siz söyleyin Hermonie kimle daha çok yakışıyor ? Harry'ye sarılması bile bir başka. Bence bu mükemmel film serisindeki sayılı hatalardan biri bu.
"1,0",Amerikalılarında Polat Alemdarı...Bi işin tuttugunu görünce milleti vampir gibi sömürüyolar.
"5,0",Bu filmin neden 3d olmayacağını çok merak ediyorum önceden 3d demişlerdi.Neyse 2d de gayet güzel bir olur.Mutlaka izlenmeli bu film.
"5,0",merakla bekliyoruz...
"3,0","Harry Potter filmlerindeki kusur en başta seyirciye düşünmek için hiç fırsat vermemesi. fakat ben tüm kitaplarını okumuş ve tüm filmlerini de izlemiş biri olarak şunu söylebilirim ki bu film, şu ana kadar çekilen en iyi bölüm olmuş. yine de çok hızlı ilerliyor, bir anda her şey çözülüveriyor çok normalmiş gibi vs. bunun dışında yönetmenin süslemeleri  fena sayılmaz. yani, izlenebilir."
"4,5",film güzelmiydi güzeldi. 2. bölümün alt yapisini olusturuyordu. kendi aralarinda ki ilk çatirdama bu filmde oldu. galiba.
"5,0",Ölüm yagiarları bölüm 1 için söylenilecek bir çok şey var.Fakat Ron'un gereksiz kıskançlıkları ve sürekli huzursuzluğu filmi izlerken canınızı sıkıyor.Hermony ilk defa iki arada kaldı ve mantıklı olan (ki her zaman ki gibi) kararı verdi.Bu bölümde hortkuluklara merhaba diyin. yok etmeleri bulmalarından güç.
"4,0",sabırsızlıkla beklediğim filmlerden biri. serinin bütün kitaplarını okudum ve son bölümü ikiye ayırmalarına bir sevindim bir üzüldüm. sevinmemin sebebi o kadar kalın bir kitabı ikiye ayırıp hem konu daha iyi anlatılır hem de çok uzun bir film olmaz. üzülmemin sebebi ise diğer filmin çıkmasını 2011e kadar beklememiz. umarım son bölüme göre iyi bir yapım olur.
"2,5","Ben 18 kasım günü gittim çok güzeldi,muhteşemdi"
"5,0",ölüm yadigarları kitap olarak çıktığı zaman hem delice bitirip herşeyi öğrenmek isterken bi yandanda hiç bitmesini istemedim harry potter serisini çıktığı günden beri okuyup tutkunu olanlarda benim gibi bitsin istememişlerdir son filmi 2 bölüm yapcaklarına en çok sevinenlerdenim...herşey bittiğinde bu harika dünyayı terk etmek zorunda kalmak en acı verici şey....
"4,0","Böyle bir Harry Potter için 6 film beklememiz gerekirdi. 2 Part ne kadar para için yapıldı dense de, film içn alınmış en güzel karar. kitap o kadar dolu ki, en ufak ayrıntının bile atlanmaması gerekiyor. böyle yapınca da karşımıza yaklaşık 5 saatlik bir film çıkacak. Part 2yi daha çok merakla bekliyoruz artık, güzel bir finalle Harry Potterı sinemada da sonlandıracağız."
"5,0",tüm filmleri izledim hepsine hayran kaldım bunu da sabırsızlıkla bekliyorum.
"4,5",filmi nerde böleceklerini çok merak etmiştim ve en doğrusunu yapmışlar gayet güzeldi 2.yi sonunu bilsem de merakla bekliyorum.
"4,0",Bence çok güzel bi film oluck:) öncekilerini çk begendim.... bunu daha gzl bekliyorum:))
"5,0",Fragmanlarından gzel bi film çıkıcak gbi duruyorr.. Umarımm heycanımızı boşa çıkarmazlar.. :)) 1 ve 2 die ayrılmasını da serinin bi çırpıda bitrmelerini istememelrnden kaynaklanıo para kazanmak için =D inşallahh  hayranlarını mtlu edcek bi film olmuştr..  Vzyona grdiğinde izliycmmm
"5,0",bu filmi merak etmeye başladım
"5,0",ßéncé spr ß!r f!lm olck bnu h!ssD!orm
"5,0",çok güzel bir filmdi bence ..beyenmiyenler ne umuyolar anlamıyorum !
"4,0",süper ötesi bir film. kitabınıda okuduğum için gerçekten harika diyebilirim. kitapla arasında pek fark yok aslında ama bazı değişiklikler yapılmış. mesela filmin başlarındaki düğünde harry çok özlü iksir içiyor kitapta ama filmde böyle bir şey yok. ama herkesin izleyebileceği harika bir film. finalide gerçekten çok güzeldi. godrics hallow sahnesi de büyüleyiciydi.
"1,5",Tam bir hayal kırıklığıydı. Bence 13-16 yaş arası kitleye hitap ediyor. Görselliğe çok fazla olmuş diyenler biraz değil çok fazla abartıyor. Film sonlara doğru yaklaştıkça bir şey olmadığını görüyorsunuz ve gittikçe sıkılmaya başlıyorsunuz. Bu filmin en güzel yeri filmin bittiği ve sinemanın ışıklarının açıldığı kısımdı :)    Tekrarlıyorum 13-16 yaş arası izleyici için güzel gelmiş olabilir saygı duyarım onların yaptığı yorumlara ama yaşınız 20 üstü ise hiç büyük beklentilerle izlemeyin. 10/3.7
"1,0",Evet film Real 3D gelmeyecek. Ancak imax 3D gelecekmiş. Önceki filmi imaxde izlemiştim ve ilk 5 dakikası 3 boyutluydu sadece. O da berbatti zaten. Altyazılar vs. okunmuyordu. Demeyim demeyim diyorum ama yıl 2010 ya... Normal kendi çektiğimiz filmi bile 3D ye çevirebilirken bu filmi niye 3D getirmezler!!!
"5,0",Gerçekten de bir neslin üzerinde etkisi olan bir film kim ne derse desin sinema tarihinde etkisi vardır(ilk 2 film dışında) son kitabın 2 bölüm halinde çekilmesi bana biraz kapitalist bir yaklaşım gibi görünsede daha izleyecek 2 film olması bana güzel hissetiriyor.
"5,0",Gayet güzeldi film.Ben beğendim.:)
"5,0","bence serinin en güzel filmiydi, 2 Part olması da ayrıca güzel bir karar çünkü bu seri dopdolu. efektler ve sahnelerde ayrıca güzeldi."
"3,5",fragman harika olmuş. bu filme gidilir arkadaş.
"2,5",4 bölümü 2 günde izledim içim dışım hayri potır oldu artık istemiyorum hayri mayri :)
"4,5",valla hiç beğenemedim filmi uykum geldi filmde zaten sinemadakilerdende baktım esneme sesi gelio herkesin canı sıkıldı hiç bi haraket yok filmde tüm haraketler 2. filmde olabilr belki ama yani şu film normal bi film olsa rekor faln kıramaz rekor kıracakıtr büyük ihtimalle sırf harry potter adı var diye bu film tutulur ykosa bu filme verilcek puanım en fazla 3 olurdu ama harry potter svdiğim için fazla puan veriorm filmi beğendiğimden deil zaten şu ilk bölümdende anladmki bu wb işi davit yatese vermekle büyük hata etmiş yani böle bi filmi hemde son film verilrmi hiç o kadar yönetmen varken valla artk harry potter bile seyretmekten soğudum bu son filmler yüzünden ilk 4e kadar müthiş 5yarı müthiş desek bu 2film ise hiç ii deil baştad dediğim gibi sırf harry potter ismi var die bu film tutacak yoksa normal bi film olsa kimse izlemez bu filmi hatta ilk 4filmide bunun gibi yapslardı harry pottera kimse gitmezdi benden demesi ama tabiiki herkes izlesin izlicekte zaten ama izleyince diceksnizki bu ne yaaa...
"2,5","Bütün kitapları okumuş biri olarak serinin en iyi filmiydi.David Yates kötü bir yönetmen değil ancak koca kitabı ufacık bir filme sığdırması imkansız ki bunu önceki başarısız filmlerde gördük.Kitabı okumayanlar ise ilk defa Harry ve arkadaşlarınında insan olduklarını, duyguları olduğunu gördüler..."
"0,5","Her serisini çok keyifli bir şekilde izlediğim serinin bu filmi o kadar sıkıcıydı ki salondan çıkmayı bile düşündüm, daha fazla para kazanmak için film uzatılmışta uzatılmış, benim yorumum ilk bölüm sıkıcı ve duragandı filmde akıcılık yoktu, sanırım bütün olaylar ikinci bölümde kopacak..."
"0,5",Bir filmle harika bir final yapcaklarına ikiye bölüp iki kat kar yapmak için sıkıcı ve bence sürükleyiciden uzak bir ilk film izlettiler.tamam herşey ikinci filmde olcaksa birinciye ne gerek vardı? Pardon para için.Uzun zamandır sinemada bu kadar sıkılmamıştım.
"5,0",Harry Potter serisinin en mükemmel filmiydi çok iyi bir film izledim ve ilk kez bir harry potter filminde bu kadar heyecanlandım. Erzurumda izledim filmi salon da mükemmeldi. umarım ikinci film daha da başarılı olur. David Yates kendini aşmış diyebilirim bu filmde...
"5,0",tek kelimeyle burdaki yorumlara bakıp film hakkında eleştiri yapmayın bunlar sadece kişisel yorumlar herkes filmi izlemeli :)) her zaman herkesin fikri başkadır
"5,0",çok şey bekliyorum valla bu film bıkmayacağım filmlerden biri
"4,5","çok güzeldi,gerek efekler gerekse sürükleyiciliği açısından serinin en iyisi olmuş.. 10/9"
"4,0","LV:Neden yaşıyorsun?HP:Çünkü uğruna yaşamaya değer bir şeyim var...Final harika olcak, harika..."
"4,5","6. filmi hiç sevmemiş biri olarak bu film çok daha iyi geldi. Efektler, hikaye anlatımı çok daha güzeldi. Yer yer tempo çok düşüyor fakat yine de akıcı bir şekilde gidiyor. Kitaba sadık kalınarak yapılması da ayrı bir artı. Kesinlikle harry potter severlerin gitmesi gereken bir film. 9/10"
"3,0","Paranın gözü kör olsun. kazancımızı 2ye katlayalım diye son filmi 2ye böldüler (ki eminim 3e bölseler bile 3ü de acayip izlenirdi) ve ortaya sıkıcı olduğu kadar bomboş bir part 1 çıkardılar. Kitabı olduğu gibi filme aktarmak bir marifet değil. Kitap çok güzel ve sürükleyici olabilir, eminim bir çokları kitabı 1 günde bitirmekle de övünüyordur fakat sinema filmi yapmak bambaşka bir olay. Belki de önceki filmlerde okurların 'Kitaptaki birçok detay filmde yer almıyor, kitaba sadık kalınmamış' eleştirileri de bir neden olabilir. Ama kitaba sadık kalınca da böyle oluyor malesefÖlüm yadigarlarının hikayesi, madalyonun yokedilmesi, mürver asanın ortaya çıkması gibi yarım saat, bilemediniz 45 dkyı zor dolduracak bir malzemeden 2.5 saat film yapmış adamlar. Bütün aksiyonu ve heyecanı 2. filme bırakmışlar. Eminim filmi yapanlar da bunun farkındadırlar. 6/10"
"4,0",film kesinlikle çok güzeldi =) iki bölüm halinde çekmeleri daha mantıklı olmuş; çünkü bu filmin tadı damağınızda kalıyor. Harry Potter hayranları için uzun bekleyişin hakkını vermiş bence. 10/10   :)
"4,5",Kitaplarını okuyalı uzun zaman olmuştu ancak filmden sonra tekrar tekrar alıp okuyasım geldi.Başarılı buldum.Son bölümünü heyecanla bekliyorum.
"3,5",ben emma watsonu izledim. ama filmde iyiydi galiba
"5,0",son kitap gerçekten muhteşemdi.Okurken büyük heycan içindeydım.Kitabı iki film olarak çekmeleri hem üzücü hemde sevindirici.Üzücü olan kısım okuldaki savaşı 2011 yılında görücez yani yine bi bekleyiş sürecine gircez.Diğer kısım ise filmi daha ayrıntılı izleyeceğimizi umuyorum.İzlediğim fragman 2 filmın bi arada oldugu fragman süperdi çok keyif aldım heycanla kasımı beklemekteyım
"2,5",sabırsızlıkla bekliyorum
"4,0",Harry Hermonie ilişkisi gerçekten çok can sıkmaya başladı. Hele o dans sahnesi yok mu. Kitabında öyle bir sahne yokmuş zaten neden koydular anlamadım ki dansın sonunda Harry'nin Hermonie'ye bir bakışı var... Hermonie orda Harry'yi öpse Harry dünden razı anlamadım ki ben bu ilişkiyi birbirlerine sarılmaları bile bambaşka. Herneyse yazdıklarım dışında güzel... 7.5/10
"5,0",filme bayldm zaten harry potter filmlerinin sadece ortam yeter beenmek iin :)10/10
"2,5",David yatesin kendi çapındakı filmleri arasındaki en iyisiydi.5. ve 6. filmlerdeki hayal kırıklıklarından sonra biraz yüzümüz güldü.Ancak seri 3.filmden itibaren rezalet durumda.Bence bu tip özgün bir eserin yeniden çekilmesi ve yetenekli ellerde hayat bulması daha doğru olur.Çünkü önümüzde harcanmış bir seri var.
"2,0","Film gerçekten tam bir fiyasko, yani insan oturup düşündüğünde bu filmi bu kadar beklediğime değiyor mu diyor.Kesinlikle beklentileri karşılamayan bir film.Aksiyondan ziyade romantizme dönüşmüş.Yönetmenin kitabı nasıl katlettiğini izlemek istiyorsanız buyrun izleyin ama bana kalırsa sinemada izlenilecek bir film değil o kadar heyecanla beklediğime değmedi.Bu filmi izlemesem son filmi izlesem bişey kaybetmiş olmazdım bence.Yapımcılar ceplerine girecek parayı düşünüyo bizde burda biraz enayi durumuna düşüyoruz.Bence bu film bu kadar büyük hayran kitlesine karşı yapılmış bir hakarettir..."
"5,0",şu hogwarts ın yandığı afişi dün ilk kez sinemada kocaman olarak gördüm ağlayasım geldi
"5,0",Tüm kitaplarını ikişer kez okudum. Azkaban Tutsağından sonra ilk kez bir Harry Potter filminde hayal kırıklığına uğramadım.Uyarlama filmden beklediğimden öte bir iş çıkmış bence. Oyunculuklar da iyi. Umarım part II de böyle iyi olur.
"2,5",ya her harry potter filmi geldıgınde sinemaya diorum bu son heralde ama bitmek bilmio..kötü demiorum yanlıs anlasılmasın hıcbırını ızlemedım ama böle bellı perıyodlarda harry potter ve bılmem ne harry potter ve baska bılmem ne ... böle gıdıo...sanırım bız ellı yasına geldıgımızde hala harry potter olacak..o zaman da harry potter ve mezar tası gıbı bı ısmı olur :)
"5,0",Harry potter serilerinden en durgunu.Fazla bişey olmuyor ama genede akıcı.İkinci filmden beklentilerim çok.Zaten ilk film ikinci filmin reklamı için kurgulanmış 10/8
"2,5",sabırla beklediğim filmlerden biri gelsinde izleyelim kesinlikle güzel bir film olacak
"0,5",film çıkmadan nasıl puan veriliyor anlamış değilim
"0,5",izlenmiyo ueawsagyuegdseuıesgffffffgggggggggggggggggugeffffffffffffffggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffggggg
"4,0",Harry Potter serisinde ilk defa bu kadar fazla kitaba paralel gitmişler.Bu çok etkileyiciydi.Cidden diğre filmlerde alamadığınız görüntü ve efekt kalitesini bu filmde alacaksınız.Kitabını okumayanlar için söylüyorum part 1 sadece olayların toparlanmasına yardımcı oldu.Ama Part 2 ye daha büyük umutlarla gidebilirsiniz;)) İşin en güzel yanı ise Daniel Radcliffe ile aynı yaştayım ve galiba büyüdük:)
"5,0",Tek kelimeyle Harkulade  ta o zamandan yani 2001 de çıkan bir film olmasına rağmen günümüzde de popülerliğini yitirmemiş ve yitirmicek bir film Herkes izlemeli Tavsiye ederim Teşekkür ederim sana Rowling
"2,5",merakla bekliyoruz
"5,0",kitabı olağanüstüydü inş filmide kitap gibi olur ....
"3,5",Filmin 8.7 alması biraz abartı olmuş.10 üzerinden en fazla 8 alır bu film. Eğer bu tarz filmleri sevmiyorsanız beğenmeyebilirsiniz. İyi Seyirler.
"5,0",seriye yakışır bir final olacağına inanıyorum.
"2,5","Filme birkaç gün önce gittim,açıkçası film ile ilgili düşüncelerim çokta olumlu değil.Görsel efektleri güzel olmuş fakagt film diğer harry poter filmlerine göre bayağı durağan.Zaman zaman çok fazla sıkıyor.Bir gariplik var, yani bu filmin diğer harry poter filmleri gibi kitabın formatından gelmediği son zamanlarda konusunun oluşturulduğu belli, yapacak daha iyi bir işiniz yoksa bir gidin vakit geçirirsiniz.Ama ahım şahım bir yapıt değil haberiniz olsun."
"2,5",harry potter ın bütün bölümlerini izlemiş biri olarak umuyorum ki çekilen bu son 2 bölüm bizleri hayal kırıklığına uğratmaz.fragmandan gördüğüm kadarıyla yorumlarsam filmde ayrıntılara yer verilmiş ve kitaba mümkün mertebe sadık kalınmış.sinemada izlemeyi sabırsızlıkla bekliyorum...
"5,0",film bazı şehirlerde iki dil seçenekli olarak girecek ister Türkçe dublaj ister orjinal izlenebilir
"4,0","Biraz önce geldim filmden gayet güzeldi son iki kitabı da okumadım ayrıca. Gerektiği yerlerde action vardı yeterliydi. Ben çok beğendim David Yates gayet başarılı. Gitmeyenlere öneririm ayrıca sonraya bırakmayın,sinemada izlenmeli 10/9"
"5,0",gelsin artık yaw ne kasımı yaz nye gelmiyo yaw
"5,0",arkadaşlar inanın bana bu film harika olucak fragman mukemmel twlıght gibi aptalca bi seriyi on basar daha ciddi daha duygulu daha hırslı heyecenla bekliyoruz..!
"4,5",film 5.ve6. seriye göre daha iyi ama konuşma sahnesi çok fazla çok uzatmışlar
"4,0",birazdan gideceğim film..yorumlarla geri dönücem=)
"4,0",Bu filmi gerçekten beğenebilmeniz için kitapları okumuş olmalısınız. ayrıca filmde diğer hiçbir harry potter filminde olmayan karanlık bi atmosfer vardı yani kesinlikle bir çocuk filmi değil. şahsen benim en  beğendiğim filmi oldu tabiki 2. bölüm daha güzel olucak...
"4,0",ilk defa bunu söyleyebiliyorum beğendim beğendim beğendim harikaydı bu sefer hakkını vermişler tabi arada kaçaklar var ama o kadar kusur güzelliğinin arasında sırıtmıyo...
"5,0",büyük ihtimalle yine türkçe dublaj ve altyazılı olmak üzere 2 salonda gösterilir.
"4,0",Harry Potter'ın çocukluğumdan beri hayranıyım...Felsefe Taşının  dvd sinitakıp takıp izlerdim ve bıkmazdım bayılıyorum bu seriye...
"0,5",Rezalet. Tam bir fiyasko.1/10
"1,0",izlemek için geldim ama asla İzleyemiyorum sadece fragman var Büyük bir hevesle gelmiştim ama ne 6azikki hevesim boşa gitti
"5,0",bence 6. filmde biraz hayal kırıklığı yaşatmışlardı ama süper bi dönüş yaptılar.baştan sona çok güzel bi film yapmışlar son filmin de daha iyi olucağından eminim...
"5,0",Harry Potter kitaplarına bayılıyorum fakat filmleri beni hiç tatmin etmedi. Yine de izliyorum tabii. Ama bu kez kitabı tamamen unuttuğum için filmi beğeneceğimi düşünüyorum. Öncekilerde film boyunca 'bu ne yaa? böyle bişey yoktu kitapta. öyle dememişti. oraya gitmemişti' diye diye mızmızlanarak izliyordum :))
"5,0",Bence güzeldi fakat fazla heyacan yoktu son filmini heyecanla bekliyorum 9/10
"5,0",çok güzel bir filmdi.imkanınız varsa Imax te izleyin muhteşem bir görsel deneyim.ikincisini sabırsızlıkla bekliyorum :)
"1,0",harry potter 6 çok saçmaydı aksiyon yoktu romantik sahneler çok fazlaydı ölüm yadıgarları filmi süper olacak kitabıda süper
"5,0",Bazı arkadaşlar saçmalamaya devam ediyor tamam kendi görüşleridir saygı duymak gerekir ama filmin hakkını yememek lazım yönetmen diğer filmlere nazaran görselliği biraz daha arttırmış efektler de iyiydi ama bazı arkadaşlar gitmiş ve 10 üzerinden 1 veriyor neye göre veriyosun sen bu puanı o zaman bir film için en önemli unsurlardan 2 si bunlar 2.30 saate sığsaydı hepsi zaten öyle yaparlardı bu filmde 2.part için hazırlık aşamasını oluşturmuşlar ne bekliyordunuz ki bu kadar hayal kırıklığına uğradınız...
"5,0",Filmi Imaxde dün izledim kesinlikle sinemada izlenmeli ve bence filmde gerektiği yerde aksiyon gerektiği yerdede durgun sahneler vardı ki öylede olmalı bence tarzıda 10/9 veya 10/10 alabilir...İzlemenizi tavsiye ederim..
"5,0",Mükemmel diyebileceğimiz bir filmdi.2 bölümü sabırsızlıkla bekliyorum.
"4,0","Film güzeldi. Özellikle kitabını okumuş biri olarak şunu söyleyebilirim ki, kitapta hayal ettiğim her şeyi filmde gördüm. Yani hayalimi yansıtmış David Yates. Senaryo, kurgu da harikaydı. İkinci filmi beklemedeyiz..."
"4,0",süper bir film olur inşallah....
"5,0",İnşallah David Yates Serinin bu filminde beni güldürür.2 bolum halinde yayınlaması ıyı olabılır bu bence demek oluyor kı.Filmde ayrıtıya yer verılecek ve kitaboına daha bağlı bır fılm olacaga benzıyo.Umutla beklıyorum ınsallah tekrar hayal kırıglıgı yasamam!!
"2,5",beğenerek izledim fakat sonu daha merak uyandırıcı olabilirdi sonraki filmi bekliyorum
"2,5","Film Imaxde de 3D değil, sadece Imax perde de biraz daha kaliteli(?) izlenebilecek o kadar."
"5,0",Mükemmel bir başyapıt. Serinin en iyi filmi diyebilirim. Çok ince detaylar hariç filmde kitaba sadık kalınmış. Oyuncuları da oyunculukları için ayrıca kutlamak gerekir.10/10
"3,5",Film gayet güzeldi..Ancak serinin en iyisiydi diyemem..Hala azkaban tutsağı favorim :D ...Ancak şunu söyleyebilirim 6. film gibi rezalet bir filmden sonra 7. film bir ilaç gibi geldi gerçekten memnun kaldım...Serinin en iyi filmiydi diyen arkadaşlar genelde kitabını okuyan kişiler..Kitaba bağlı olduğu için serinin en iyisi diyorlar ama bence kitaba bağlı olması serinin en iyisi yapmaz...XD Filmleri film olarak değerlendirmek gerekir diye düşünüyorum...En basiti ilk 4 filmdeki aksiyon heyecan 7. filmde fazla yoktu..Kitaba bağlı diye 7. filme en iyisiydi demek bence biraz haksızlık oluyor diğer filmlere..Tabi bu benim düşüncem..Ama 7. filmi sevdim güzeldi..10/7
"4,5","film gerçekten çok iyiydi. bu son filmde önceki 6 kitaptaki pek çok ayrıntı asıl konuyu oluşturduğu için pek çok detay atlanmamış ve hepsi gayet keyifli bir şekilde anlatılmış, serinin en iyi filmlerinden biriydi. efektler ve müzik ayrı bi muhteşemdi. 2. filmi sabırsızlıkla bekliyorum"
"4,0",bence izlenmeye ve okunmaya değer bir seri ben şu anda 6. kitabındayım ve hiç sıkılmadım son film çok süper olucak ve de 3d buna artı katıyo ayrıntılı olucağına inanıyorum inş öle olur ve de aksiyonu fazla olursa ii olur gibi gelio eğer çok insan ölürse duygu fazla ağır basar
"5,0",Sıkılmadan izlediğim film serilerinden biri.Zümrüdüanka yoldaşlığı ile melez prenste diğer filmlere göre daha çok kesilen sahne vardı umarım bu film de kesilen bir çok sahne olmaz.
"3,5",film güzeldi ama ben daha fazla aksijon savaş sahneleri bekliyordum.olmadı.Ama genede film güzeldi.(Harrynin koskoca iki saatlik filmde voldemort ile karşılaşmaması çok ilginç dolaylı  olarak karşılaşmasından bahsetmiyorum.Ama Harry Potter VE Ölüm Yadigarları 2Yİ Heyecanla Bekleyeceğim.Kesin Bu Filmi 100E Katlar.Ama Burada İlk Filmi Küçümsemediğimi belirtmek isterim. 10/7
"4,0",çok güzel bir film ...bazı sahnelerde insan gerçekten irkiliyor doğrusu ... ama herkese tavsiye edebileceğim bir film ...süper !
